epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,82.3712,1.13439,5.61388,0.51048,0.62773,0.23582,0.1766,0.05899,0.67727,1.02233,0.29467,0.000413279,0.000413279,0.000413279
2,156.239,0.83437,0.77114,0.31938,0.77657,0.21641,0.22907,0.07789,0.84709,0.66409,0.42141,0.000816252,0.000816252,0.000816252
3,226.422,0.79543,0.72075,0.29899,0.80978,0.32233,0.33105,0.11027,0.74141,0.78138,0.3606,0.00120547,0.00120547,0.00120547
4,296.095,0.76634,0.69337,0.29395,0.56487,0.41336,0.35285,0.12026,0.71541,0.69907,0.33736,0.00118812,0.00118812,0.00118812
5,365.389,0.76052,0.70913,0.28883,0.81388,0.30829,0.35837,0.11065,0.78973,0.62359,0.38013,0.0011675,0.0011675,0.0011675
6,434.534,0.73926,0.7042,0.28407,0.82864,0.29654,0.3695,0.13037,0.70845,0.67971,0.32731,0.00114688,0.00114688,0.00114688
7,504.395,0.73743,0.65232,0.28508,0.59767,0.39171,0.39356,0.14258,0.72184,0.63223,0.33868,0.00112625,0.00112625,0.00112625
8,574.284,0.72285,0.65024,0.27429,0.82377,0.29885,0.34381,0.09605,0.82938,0.61158,0.40476,0.00110563,0.00110563,0.00110563
9,643.711,0.71459,0.64696,0.27817,0.61442,0.33702,0.36984,0.12418,0.75107,0.68758,0.36129,0.001085,0.001085,0.001085
10,713.619,0.71443,0.64862,0.27209,0.44072,0.50117,0.40567,0.1441,0.73212,0.64996,0.36788,0.00106437,0.00106437,0.00106437
11,784.327,0.70832,0.65076,0.26022,0.52391,0.45903,0.36399,0.11879,0.75627,0.67773,0.40242,0.00104375,0.00104375,0.00104375
12,854.393,0.69105,0.64698,0.25576,0.36238,0.42565,0.35268,0.1089,0.84798,0.58194,0.4326,0.00102312,0.00102312,0.00102312
13,924.41,0.68833,0.6206,0.24737,0.34726,0.49872,0.39956,0.13433,0.74825,0.62099,0.35262,0.0010025,0.0010025,0.0010025
14,994.163,0.68129,0.62756,0.25612,0.8276,0.33053,0.35581,0.12489,0.75184,0.62122,0.38403,0.000981875,0.000981875,0.000981875
15,1064.29,0.68407,0.62669,0.25538,0.37006,0.46377,0.43295,0.16045,0.70708,0.62032,0.33403,0.00096125,0.00096125,0.00096125
16,1134.47,0.66925,0.63176,0.25076,0.36996,0.52273,0.4103,0.14921,0.73095,0.61599,0.34797,0.000940625,0.000940625,0.000940625
17,1204.47,0.66219,0.65012,0.24281,0.38592,0.41129,0.38946,0.1379,0.7495,0.60966,0.35482,0.00092,0.00092,0.00092
18,1274.3,0.65872,0.63587,0.24762,0.61632,0.40837,0.44748,0.16808,0.70783,0.62915,0.33776,0.000899375,0.000899375,0.000899375
19,1344.64,0.64619,0.61875,0.23768,0.32577,0.52541,0.40432,0.12772,0.77122,0.60817,0.36418,0.00087875,0.00087875,0.00087875
20,1414.71,0.64726,0.61774,0.24741,0.37914,0.43,0.3941,0.1435,0.75544,0.61598,0.36448,0.000858125,0.000858125,0.000858125
21,1484.93,0.63318,0.61072,0.23358,0.43493,0.47127,0.45656,0.17377,0.69911,0.63219,0.33476,0.0008375,0.0008375,0.0008375
22,1555.19,0.6387,0.61053,0.23614,0.52921,0.43788,0.46013,0.17918,0.735,0.56564,0.35573,0.000816875,0.000816875,0.000816875
23,1625.4,0.63785,0.59816,0.23397,0.40905,0.56167,0.41415,0.14004,0.73792,0.63077,0.34317,0.00079625,0.00079625,0.00079625
