epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
30,2108.64,0.58804,0.58418,0.20796,0.28126,0.49206,0.37043,0.13907,0.74602,0.64576,0.34941,0.000651875,0.000651875,0.000651875
31,2178.15,0.56587,0.59457,0.20067,0.3435,0.45158,0.37481,0.13226,0.75639,0.64949,0.35872,0.00063125,0.00063125,0.00063125
32,2247.6,0.56426,0.58214,0.20964,0.35493,0.50768,0.35312,0.10558,0.79247,0.65935,0.38342,0.000610625,0.000610625,0.000610625
33,2317.59,0.55692,0.58084,0.20336,0.50126,0.47169,0.42861,0.14146,0.79097,0.62369,0.38054,0.00059,0.00059,0.00059
34,2387.5,0.57009,0.58463,0.20346,0.62838,0.40842,0.41375,0.14077,0.75636,0.64602,0.36713,0.000569375,0.000569375,0.000569375
35,2457.5,0.54195,0.59445,0.19679,0.32764,0.40695,0.34751,0.12115,0.76574,0.64847,0.36506,0.00054875,0.00054875,0.00054875
36,2527.36,0.52675,0.57947,0.18772,0.43252,0.42297,0.38127,0.14184,0.73607,0.68886,0.3489,0.000528125,0.000528125,0.000528125
37,2597.35,0.5338,0.56148,0.1868,0.48628,0.40068,0.40339,0.14171,0.76556,0.61396,0.34959,0.0005075,0.0005075,0.0005075
38,2667.44,0.52224,0.55506,0.18574,0.50088,0.39413,0.38353,0.13149,0.76008,0.63913,0.35353,0.000486875,0.000486875,0.000486875
39,2737.32,0.50819,0.55316,0.17984,0.44116,0.42648,0.38653,0.14513,0.73945,0.65495,0.34646,0.00046625,0.00046625,0.00046625
40,2807.64,0.50199,0.55025,0.17273,0.5759,0.4551,0.43635,0.1508,0.77865,0.63225,0.37256,0.000445625,0.000445625,0.000445625
41,2877.62,0.51157,0.55101,0.1791,0.41243,0.39086,0.40048,0.13806,0.77711,0.60831,0.37491,0.000425,0.000425,0.000425
42,2947.62,0.50743,0.53513,0.17963,0.58989,0.41716,0.42437,0.14961,0.75872,0.64085,0.3595,0.000404375,0.000404375,0.000404375
43,3017.51,0.50945,0.53632,0.17642,0.38411,0.52277,0.39175,0.14118,0.74382,0.66901,0.34601,0.00038375,0.00038375,0.00038375
44,3087.61,0.47249,0.5266,0.17191,0.42589,0.42674,0.38501,0.13056,0.77889,0.66082,0.36531,0.000363125,0.000363125,0.000363125
45,3158.59,0.47651,0.50573,0.1618,0.532,0.41768,0.42707,0.15815,0.75669,0.67314,0.35314,0.0003425,0.0003425,0.0003425
46,3244.97,0.47298,0.51359,0.16576,0.46423,0.46047,0.39841,0.13611,0.77894,0.66624,0.36369,0.000321875,0.000321875,0.000321875
47,3328.7,0.45002,0.50683,0.1535,0.39231,0.50517,0.38401,0.12821,0.78186,0.70466,0.37032,0.00030125,0.00030125,0.00030125
48,3410.69,0.45255,0.50206,0.15843,0.36997,0.53335,0.3774,0.13103,0.76792,0.70652,0.3635,0.000280625,0.000280625,0.000280625
49,3498.16,0.43608,0.49509,0.14825,0.49381,0.50911,0.44162,0.15248,0.75356,0.70608,0.353,0.00026,0.00026,0.00026
50,3576.07,0.43496,0.48278,0.14685,0.52391,0.47831,0.41451,0.14717,0.77742,0.67024,0.36294,0.000239375,0.000239375,0.000239375
51,3668.28,0.39179,0.44273,0.16597,0.47686,0.43957,0.40452,0.14834,0.75887,0.69609,0.35872,0.00021875,0.00021875,0.00021875
52,3753.69,0.36973,0.41916,0.16075,0.45905,0.4025,0.37251,0.12705,0.77985,0.70341,0.36208,0.000198125,0.000198125,0.000198125
53,3826.76,0.35943,0.41131,0.14817,0.58645,0.4014,0.42307,0.15196,0.74631,0.7453,0.35805,0.0001775,0.0001775,0.0001775
54,3913.56,0.35176,0.40973,0.14522,0.5367,0.48342,0.40803,0.13593,0.76622,0.72247,0.35821,0.000156875,0.000156875,0.000156875
55,3994,0.34105,0.39632,0.13997,0.52795,0.51821,0.41077,0.13909,0.77305,0.74118,0.36176,0.00013625,0.00013625,0.00013625
56,4073.85,0.33241,0.38983,0.1392,0.40835,0.50108,0.40464,0.13795,0.78618,0.74535,0.36678,0.000115625,0.000115625,0.000115625
57,4161.35,0.32054,0.3758,0.13055,0.38243,0.45285,0.35268,0.1223,0.8117,0.76587,0.38026,9.5e-05,9.5e-05,9.5e-05
58,4239.58,0.31794,0.37399,0.12834,0.50286,0.38745,0.3816,0.12484,0.78429,0.78012,0.36942,7.4375e-05,7.4375e-05,7.4375e-05
59,4324.2,0.30025,0.36415,0.1169,0.42082,0.52281,0.39412,0.12978,0.77383,0.79182,0.36254,5.375e-05,5.375e-05,5.375e-05
60,4405.19,0.29324,0.35703,0.11977,0.45923,0.44577,0.39648,0.13455,0.77118,0.7959,0.36138,3.3125e-05,3.3125e-05,3.3125e-05
