epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,81.1867,1.08386,5.75524,0.46874,0.68897,0.24062,0.20608,0.06489,0.77533,0.80568,0.36785,0.000413279,0.000413279,0.000413279
2,154.455,0.81611,0.70106,0.31807,0.37892,0.2184,0.14619,0.0465,1.06804,0.74294,0.57767,0.000816252,0.000816252,0.000816252
3,223.553,0.79272,0.68516,0.29864,0.55751,0.31018,0.31483,0.09795,0.80627,0.66497,0.38372,0.00120547,0.00120547,0.00120547
4,294.84,0.78192,0.73322,0.30816,0.79275,0.25485,0.32036,0.11568,0.68799,0.89482,0.31657,0.00118812,0.00118812,0.00118812
5,365.657,0.75878,0.7153,0.28117,0.83111,0.29861,0.35585,0.12581,0.71859,0.72817,0.34942,0.0011675,0.0011675,0.0011675
6,436.302,0.72222,0.70447,0.27997,0.87185,0.27142,0.32942,0.10731,0.74697,0.69865,0.33566,0.00114688,0.00114688,0.00114688
7,505.611,0.75557,0.66998,0.28654,0.16711,0.38775,0.29024,0.08007,0.84354,0.62834,0.41177,0.00112625,0.00112625,0.00112625
8,576.037,0.73308,0.68887,0.2838,0.85561,0.31885,0.37891,0.12326,0.7574,0.63779,0.35275,0.00110563,0.00110563,0.00110563
9,645.836,0.70187,0.67208,0.26697,0.55182,0.42707,0.39323,0.13226,0.76752,0.59546,0.3642,0.001085,0.001085,0.001085
10,716.215,0.71057,0.65435,0.26291,0.34903,0.52976,0.3868,0.12795,0.72015,0.68315,0.33607,0.00106437,0.00106437,0.00106437
11,785.906,0.69713,0.67661,0.26408,0.58205,0.3883,0.40006,0.1305,0.74114,0.67374,0.33177,0.00104375,0.00104375,0.00104375
12,855.35,0.70646,0.62538,0.26963,0.57533,0.45502,0.3695,0.13589,0.73104,0.62535,0.34227,0.00102312,0.00102312,0.00102312
13,926.063,0.69516,0.63576,0.26494,0.59792,0.4447,0.35056,0.1185,0.76628,0.61099,0.36893,0.0010025,0.0010025,0.0010025
14,995.845,0.67356,0.67069,0.24708,0.31565,0.49563,0.38337,0.14275,0.73251,0.63092,0.35686,0.000981875,0.000981875,0.000981875
15,1065.94,0.67197,0.65091,0.25194,0.39869,0.47184,0.40203,0.13457,0.76235,0.60456,0.36189,0.00096125,0.00096125,0.00096125
16,1135.38,0.66425,0.65033,0.24257,0.39471,0.46061,0.39383,0.14687,0.71609,0.645,0.33139,0.000940625,0.000940625,0.000940625
17,1205.41,0.66251,0.63045,0.24671,0.45257,0.4869,0.42773,0.15723,0.73425,0.60834,0.34039,0.00092,0.00092,0.00092
18,1274.92,0.65943,0.64032,0.24579,0.43115,0.47823,0.45112,0.17606,0.69585,0.63915,0.3407,0.000899375,0.000899375,0.000899375
19,1344.91,0.64581,0.62666,0.24197,0.38428,0.44767,0.40517,0.14218,0.79924,0.55885,0.38976,0.00087875,0.00087875,0.00087875
20,1414.45,0.63595,0.62923,0.24585,0.40805,0.46541,0.4119,0.14236,0.74001,0.62147,0.36963,0.000858125,0.000858125,0.000858125
21,1483.87,0.65273,0.63027,0.24231,0.42696,0.38932,0.36759,0.13438,0.7614,0.62615,0.3764,0.0008375,0.0008375,0.0008375
22,1552.7,0.62177,0.64618,0.22864,0.46389,0.52151,0.44409,0.15387,0.77462,0.58542,0.37266,0.000816875,0.000816875,0.000816875
23,1621.98,0.6154,0.61295,0.23103,0.52911,0.4479,0.39257,0.1154,0.81298,0.58137,0.39629,0.00079625,0.00079625,0.00079625
24,1690.85,0.62562,0.61259,0.2346,0.4214,0.50285,0.39494,0.12936,0.78322,0.57443,0.3796,0.000775625,0.000775625,0.000775625
25,1760.24,0.61569,0.60529,0.22606,0.50004,0.45778,0.44925,0.15552,0.72907,0.59859,0.34491,0.000755,0.000755,0.000755
26,1829.66,0.6088,0.62039,0.22196,0.39741,0.48125,0.41338,0.14044,0.75573,0.58979,0.3801,0.000734375,0.000734375,0.000734375
27,1899.78,0.60987,0.59447,0.22882,0.4951,0.48956,0.42978,0.15661,0.71378,0.63375,0.35028,0.00071375,0.00071375,0.00071375
28,1969.46,0.61076,0.60506,0.22383,0.33093,0.4213,0.36498,0.13279,0.7539,0.65111,0.36119,0.000693125,0.000693125,0.000693125
29,2039.59,0.59944,0.59347,0.22016,0.41209,0.4579,0.41009,0.14014,0.7618,0.62714,0.36508,0.0006725,0.0006725,0.0006725
