date_run,source_date,n_master,n_title_abstract_candidates,n_abstracts_available,n_abstracts_missing,n_exclude_EC1,n_exclude_EC5,n_exclude_EC6,n_advance_fulltext,n_advance_with_strong_mechanism_signal,n_advance_abstract_uncertain,rule_version
2026-08-10,2026-08-09,21066,20823,11954,8869,640,148,0,20035,8624,11411,abstract-high-confidence-v6
