date_run,local_pdf_count,entry_count,pdf_entry_pairs,matched_current_master_records,matched_by_doi,matched_by_title,unmatched_local_pdfs,fulltext_extracted_for_matches,candidate_local_fulltext_eligible,candidate_local_EC1,candidate_local_EC5,needs_manual_local_review
2026-08-10,182,184,182,6,2,4,176,6,5,0,0,1
