epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,82.1613,1.17841,4.59297,0.57783,0.53206,0.2913,0.06537,0.02507,0.55785,1.29257,0.23603,0.000413279,0.000413279,0.000413279
2,156.177,0.77151,0.84447,0.29509,0.7626,0.22887,0.24109,0.06292,0.91777,0.66601,0.47088,0.000816252,0.000816252,0.000816252
3,226.592,0.80752,0.69156,0.30437,0.81625,0.28729,0.31516,0.10818,0.74411,0.81951,0.35408,0.00120547,0.00120547,0.00120547
4,297.041,0.76042,0.72872,0.29491,0.79463,0.29965,0.32583,0.11261,0.75924,0.65773,0.35352,0.00118812,0.00118812,0.00118812
5,367.046,0.75941,0.71188,0.28924,0.75485,0.31065,0.33259,0.10456,0.76295,0.67419,0.35452,0.0011675,0.0011675,0.0011675
6,436.694,0.76167,0.69551,0.29201,0.86425,0.29108,0.33913,0.11099,0.7367,0.67155,0.34526,0.00114688,0.00114688,0.00114688
7,507.189,0.75259,0.66583,0.29629,0.85493,0.25938,0.35568,0.11227,0.78636,0.66684,0.37246,0.00112625,0.00112625,0.00112625
8,577.143,0.75037,0.67264,0.28758,0.82698,0.31028,0.37582,0.12664,0.71949,0.69815,0.33824,0.00110563,0.00110563,0.00110563
9,648.112,0.72446,0.67152,0.2822,0.55001,0.39767,0.3338,0.11291,0.80311,0.58696,0.39211,0.001085,0.001085,0.001085
10,718.209,0.72934,0.65673,0.2802,0.54158,0.42881,0.39441,0.13465,0.73901,0.62583,0.34872,0.00106437,0.00106437,0.00106437
11,788.408,0.73377,0.65741,0.26857,0.83596,0.30541,0.34691,0.1292,0.73229,0.66703,0.34898,0.00104375,0.00104375,0.00104375
12,858.94,0.71123,0.65541,0.27036,0.79735,0.29802,0.31541,0.09108,0.87992,0.59069,0.43513,0.00102312,0.00102312,0.00102312
13,928.89,0.70418,0.66159,0.25607,0.81961,0.33325,0.36714,0.1244,0.75905,0.72769,0.36963,0.0010025,0.0010025,0.0010025
14,998.888,0.68412,0.68223,0.25747,0.81513,0.34523,0.39081,0.14025,0.72223,0.63684,0.35383,0.000981875,0.000981875,0.000981875
15,1070.05,0.67958,0.65942,0.25802,0.31873,0.48061,0.36312,0.1326,0.74263,0.71377,0.36165,0.00096125,0.00096125,0.00096125
16,1140.61,0.70586,0.63169,0.27046,0.63136,0.37691,0.36784,0.13406,0.76818,0.59386,0.37154,0.000940625,0.000940625,0.000940625
17,1210.44,0.68997,0.63785,0.25535,0.35094,0.52196,0.3815,0.13549,0.72573,0.60746,0.34979,0.00092,0.00092,0.00092
18,1280.33,0.66368,0.6525,0.24866,0.31908,0.4089,0.39468,0.14398,0.75738,0.61837,0.36006,0.000899375,0.000899375,0.000899375
19,1351.2,0.65888,0.62481,0.24542,0.30943,0.37937,0.32248,0.11061,0.7628,0.66953,0.37118,0.00087875,0.00087875,0.00087875
