epoch,step,test/AP/B1,test/AP/B2,test/AP/B3,test/AP/B4,test/F1,test/loss,test/mAP_50,test/mAP_50_95,test/mAP_75,test/mAR,test/precision,test/recall,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/B1,val/AP/B2,val/AP/B3,val/AP/B4,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3653160631656647,0.16266825795173645,0.21413010358810425,0.13896119594573975,0.46859312057495117,295.3291931152344,295.32177734375,295.31683349609375,295.3291931152344,295.3291931152344,38.34973907470703,0.4969729781150818,0.23458626866340637,0.5629101991653442,8.832430839538574,0.03965243324637413,0.0424448624253273,0.0412469282746315,0.040757764130830765,0.04385871812701225,0.937305212020874,0.9304978847503662,0.9335851669311523,0.925829291343689,0.9386842250823975,0.3041408658027649,0.31771352887153625,0.31162217259407043,0.3085385262966156,0.3213476538658142,0.4714285433292389,0.22026890516281128,0.17202593386173248,0.5620854496955872,0.43824657797813416,0.5911276340484619
0,187,,,,,,,,,,,,,3890.739990234375,3893.85693359375,3887.07373046875,3891.185546875,3893.62841796875,41.851158142089844,9.284459114074707,0.04897337779402733,0.05224121734499931,0.051023852080106735,0.04953229799866676,0.0549885518848896,0.941689133644104,0.9562037587165833,0.9387131333351135,0.9403239488601685,0.9472904801368713,0.3206286132335663,0.32812997698783875,0.3264872431755066,0.3227052092552185,0.34026971459388733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39467406272888184,0.20036524534225464,0.250999391078949,0.15426954627037048,0.5485679507255554,295.3291931152344,295.32672119140625,295.19305419921875,295.32672119140625,295.3291931152344,33.25621795654297,0.5463477373123169,0.25264182686805725,0.5487036108970642,8.516036987304688,0.040785279124975204,0.04096635431051254,0.04137720540165901,0.04085708037018776,0.04157106578350067,0.8757787942886353,0.8817149996757507,0.8667166829109192,0.8740686178207397,0.8870898485183716,0.30819109082221985,0.3091523051261902,0.312172532081604,0.30927354097366333,0.31265178322792053,0.5382604598999023,0.2500770688056946,0.1968022882938385,0.5452802777290344,0.4811978042125702,0.6712684631347656
1,375,,,,,,,,,,,,,3895.396240234375,3895.27880859375,3894.756103515625,3895.357421875,3895.3935546875,30.915082931518555,8.591845512390137,0.04385160282254219,0.04491247609257698,0.04467524215579033,0.044054266065359116,0.047896526753902435,0.8845388293266296,0.90469890832901,0.8841159343719482,0.8853761553764343,0.9001857042312622,0.2957635819911957,0.2989341914653778,0.29859092831611633,0.29643112421035767,0.3132699131965637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390513151884079,0.21326036751270294,0.25983864068984985,0.15656055510044098,0.5446008443832397,295.3291931152344,295.3291931152344,295.2524719238281,295.32672119140625,295.3291931152344,32.09943389892578,0.5528870820999146,0.25438472628593445,0.5537399649620056,8.465255737304688,0.0389438159763813,0.040861405432224274,0.03967290744185448,0.03964806720614433,0.042467471212148666,0.8846752047538757,0.8854336738586426,0.8811654448509216,0.8790528178215027,0.8844755291938782,0.29851627349853516,0.307403028011322,0.3022293746471405,0.3002757728099823,0.31281766295433044,0.5362096428871155,0.2550431787967682,0.21071738004684448,0.5521544218063354,0.49082082509994507,0.631969153881073
2,563,,,,,,,,,,,,,3895.375732421875,3895.154296875,3894.2607421875,3895.329345703125,3895.375732421875,29.753217697143555,8.459720611572266,0.04314950853586197,0.04445590451359749,0.04421832039952278,0.04362296685576439,0.04706303030252457,0.8721897602081299,0.8853431940078735,0.8689701557159424,0.8697842359542847,0.882057785987854,0.2914053797721863,0.29545584321022034,0.29543283581733704,0.29352131485939026,0.30859649181365967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4024553894996643,0.21554048359394073,0.25168928503990173,0.1630636602640152,0.568889319896698,295.3291931152344,295.2698059082031,295.17822265625,295.32177734375,295.3291931152344,29.272098541259766,0.5564832091331482,0.2584686279296875,0.5482785701751709,8.485672950744629,0.03912137448787689,0.04029891639947891,0.03943518549203873,0.03891681134700775,0.04157700762152672,0.8801671862602234,0.8920901417732239,0.8852339386940002,0.8821045756340027,0.8937304019927979,0.3049158751964569,0.3051792085170746,0.302796870470047,0.30243241786956787,0.3124762177467346,0.5596910119056702,0.2581872045993805,0.1965636909008026,0.5328285098075867,0.5431378483772278,0.6106976866722107
3,751,,,,,,,,,,,,,3895.38037109375,3895.131103515625,3894.684814453125,3895.334716796875,3895.199462890625,28.459726333618164,8.37336540222168,0.04261486977338791,0.043622203171253204,0.04310142248868942,0.042680513113737106,0.045972391963005066,0.8653658628463745,0.879277765750885,0.8670764565467834,0.8668262958526611,0.8766064047813416,0.28896480798721313,0.29176849126815796,0.2904735207557678,0.28907641768455505,0.30384331941604614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
